"","TR","SUBID","order","CONN_ID","stim_number","stim_name","artist","yearofrelease","liking","yearofbirth","familiarity","SSA","age_bin","TR_onset","second_onset","memory.evoking.","ID","PC_univ","HC_univ"
"27635",504,"FKEE",9,1,12,"The Sound of Silence","Simon & Garfunkel","1964",NA,1963,4,1,"childhood",481,228.475,"",14,225.6,187.46
"27636",504,"GCAS",9,11,4,"No Weapon","Fred Hammond & Radical for Christ","1996",NA,1947,4,49,"",481,228.475,"",15,237.45,223.23
"27637",504,"GSHA",9,19,11,"Hurt","Johnny Cash","",NA,1955,2,NA,"",481,228.475,"",16,223.57,177.04
"27638",504,"JDEN",9,27,18,"Hoquetus II","Johannes Kretz","",3,1968,2,NA,"",481,228.475,"",17,213.3,198.98
"27639",504,"JKAY",9,13,5,"","","",NA,NA,NA,NA,"",481,228.475,"",18,230.44,198.99
"27640",504,"JPRE",9,6,4,"","","Enigma Variations",3,1944,3,NA,"",481,228.475,"",19,208,169.64
"27641",504,"JSCH",9,2,6,"Hotel California","The Eagles","1976",NA,1951,1,NA,"",481,228.475,"",20,228.84,209.95
"27642",504,"LDIR",9,5,20,"Beyond the Horizon","Georg Hajdu","",NA,1956,1,NA,"",481,228.475,"",21,219.88,180.86
"27643",504,"LGEN",9,3,15,"Nessun Dorma","Bocelli","",NA,1955,2,NA,"",481,228.475,"",22,214.56,148.52
"27644",504,"LJAC",9,17,14,"Nocturne in C Sharp minor","Chopin","",NA,1952,2,NA,"",481,228.475,"",23,245.32,192.2
"27645",504,"LOLE",9,14,5,"Suzanne","Judy Collins","1966",NA,1946,4,20,"",481,228.475,"",24,233.64,191.45
"27646",504,"MBLO",9,8,2,"Small Circle of Friends","Phil Ochs","1967",NA,1953,4,14,"adolescence",481,228.475,"",25,232.33,208.9
"27647",504,"MCOR",9,31,10,"Goldberg Variations","","",4,1964,4,NA,"",481,228.475,"",35,225.95,206.44
"27648",504,"NLEN",9,24,12,"The Sound of Silence","Simon & Garfunkel","1964",4,1942,4,22,"adulthood",481,228.475,"",26,196.65,173.4
"27649",504,"OADE",9,29,16,"Superstition","Stevie Wonder","1972",4,1970,4,2,"childhood",481,228.475,"y",27,228.43,214.53
"27650",504,"SCAE",9,15,22,"Simmer","Hubert Ho","",NA,1965,1,NA,"",481,228.475,"",28,239.45,181.5
"27651",504,"TCIE",9,10,11,"Hurt","Johnny Cash","2003",NA,1960,4,43,"adulthood",481,228.475,"",29,214.48,164.59
"27652",504,"TSTA",9,23,9,"Cavatina Op. 130","Beethoven","",NA,1959,2,NA,"",481,228.475,"",30,238.99,191.9
"27653",505,"190904GHER1",9,4,9,"Cavatina Op. 130","Beethoven","",NA,1953,2,NA,"",481,228.475,"",1,202.97,186.07
"27654",505,"220914GHER1",9,26,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",1,1952,2,NA,"",481,228.475,"",2,246,190.29
"27655",505,"AEHR",9,20,6,"You Can Call Me Al","Paul Simon","1986",NA,1960,4,26,"adulthood",481,228.475,"",3,227.78,215.85
"27656",505,"ASHA",9,18,11,"Hurt","Johnny Cash","",NA,1951,2,NA,"",481,228.475,"",4,211.22,165.93
"27657",505,"BFOR",9,22,6,"Y.M.C.A.","Village People","1978",NA,1944,4,34,"adulthood",481,228.475,"",5,213.65,165.84
"27658",505,"CWEI",9,7,23,"Vertigo Temporum","Hubert Ho","",NA,1941,1,NA,"",481,228.475,"",6,205.72,159.41
"27659",505,"DFAI",9,12,4,"Running Up That Hill","Kate Bush","1985",NA,1953,4,32,"adulthood",481,228.475,"",7,251.48,204.52
"27660",505,"DMET",9,30,2,"The Muffin Man","Super Simple Songs","",2,1951,4,NA,"",481,228.475,"y",8,210.01,187.52
"27661",505,"DMUN",9,25,23,"Vertigo Temporum","Hubert Ho","",3,1968,1,NA,"",481,228.475,"",9,211.5,178.88
"27662",505,"EHER",9,16,9,"Cavatina Op. 130","Beethoven","",NA,1958,1,NA,"",481,228.475,"",10,240.56,241.56
"27663",505,"EKAS",9,28,19,"Reminiscences","Steven Yi","",2,1957,1,NA,"",481,228.475,"",11,208.17,194.15
"27664",505,"ELAR",9,21,13,"Reckoner","Radiohead","",NA,1959,2,NA,"",481,228.475,"",12,242.01,179.31
"27665",505,"EROS",9,9,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1961,1,NA,"",481,228.475,"",13,211.49,186.09
"27666",505,"FKEE",9,1,12,"The Sound of Silence","Simon & Garfunkel","1964",NA,1963,4,1,"childhood",481,228.475,"",14,225.6,190.6
"27667",505,"GCAS",9,11,4,"No Weapon","Fred Hammond & Radical for Christ","1996",NA,1947,4,49,"",481,228.475,"",15,238.29,221.38
"27668",505,"GSHA",9,19,11,"Hurt","Johnny Cash","",NA,1955,2,NA,"",481,228.475,"",16,223.28,175.98
"27669",505,"JDEN",9,27,18,"Hoquetus II","Johannes Kretz","",3,1968,2,NA,"",481,228.475,"",17,213.56,199.33
"27670",505,"JKAY",9,13,5,"","","",NA,NA,NA,NA,"",481,228.475,"",18,231.43,198.97
"27671",505,"JPRE",9,6,4,"","","Enigma Variations",3,1944,3,NA,"",481,228.475,"",19,206.7,167.19
"27672",505,"JSCH",9,2,6,"Hotel California","The Eagles","1976",NA,1951,1,NA,"",481,228.475,"",20,228.74,213.09
"27673",505,"LDIR",9,5,20,"Beyond the Horizon","Georg Hajdu","",NA,1956,1,NA,"",481,228.475,"",21,218.93,177.2
"27674",505,"LGEN",9,3,15,"Nessun Dorma","Bocelli","",NA,1955,2,NA,"",481,228.475,"",22,214.61,150.37
"27675",505,"LJAC",9,17,14,"Nocturne in C Sharp minor","Chopin","",NA,1952,2,NA,"",481,228.475,"",23,245.72,191.28
"27676",505,"LOLE",9,14,5,"Suzanne","Judy Collins","1966",NA,1946,4,20,"",481,228.475,"",24,232.27,193.98
"27677",505,"MBLO",9,8,2,"Small Circle of Friends","Phil Ochs","1967",NA,1953,4,14,"adolescence",481,228.475,"",25,232.61,206.92
"27678",505,"MCOR",9,31,10,"Goldberg Variations","","",4,1964,4,NA,"",481,228.475,"",35,226.13,206
"27679",505,"NLEN",9,24,12,"The Sound of Silence","Simon & Garfunkel","1964",4,1942,4,22,"adulthood",481,228.475,"",26,197.92,168.39
"27680",505,"OADE",9,29,16,"Superstition","Stevie Wonder","1972",4,1970,4,2,"childhood",481,228.475,"y",27,228.39,214.53
"27681",505,"SCAE",9,15,22,"Simmer","Hubert Ho","",NA,1965,1,NA,"",481,228.475,"",28,239.73,180.43
"27682",505,"TCIE",9,10,11,"Hurt","Johnny Cash","2003",NA,1960,4,43,"adulthood",481,228.475,"",29,213.52,165.55
"27683",505,"TSTA",9,23,9,"Cavatina Op. 130","Beethoven","",NA,1959,2,NA,"",481,228.475,"",30,239.21,192.23
"27684",506,"190904GHER1",9,4,9,"Cavatina Op. 130","Beethoven","",NA,1953,2,NA,"",481,228.475,"",1,204.35,187.84
"27685",506,"220914GHER1",9,26,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",1,1952,2,NA,"",481,228.475,"",2,246.41,188.87
"27686",506,"AEHR",9,20,6,"You Can Call Me Al","Paul Simon","1986",NA,1960,4,26,"adulthood",481,228.475,"",3,228,215.43
"27687",506,"ASHA",9,18,11,"Hurt","Johnny Cash","",NA,1951,2,NA,"",481,228.475,"",4,210.88,165.53
"27688",506,"BFOR",9,22,6,"Y.M.C.A.","Village People","1978",NA,1944,4,34,"adulthood",481,228.475,"",5,213.44,165.06
"27689",506,"CWEI",9,7,23,"Vertigo Temporum","Hubert Ho","",NA,1941,1,NA,"",481,228.475,"",6,205.56,160.36
"27690",506,"DFAI",9,12,4,"Running Up That Hill","Kate Bush","1985",NA,1953,4,32,"adulthood",481,228.475,"",7,249.95,204
"27691",506,"DMET",9,30,2,"The Muffin Man","Super Simple Songs","",2,1951,4,NA,"",481,228.475,"y",8,209.95,187.75
"27692",506,"DMUN",9,25,23,"Vertigo Temporum","Hubert Ho","",3,1968,1,NA,"",481,228.475,"",9,211.59,176.77
"27693",506,"EHER",9,16,9,"Cavatina Op. 130","Beethoven","",NA,1958,1,NA,"",481,228.475,"",10,239.95,238.63
"27694",506,"EKAS",9,28,19,"Reminiscences","Steven Yi","",2,1957,1,NA,"",481,228.475,"",11,208.21,192.03
"27695",506,"ELAR",9,21,13,"Reckoner","Radiohead","",NA,1959,2,NA,"",481,228.475,"",12,241.92,181.44
"27696",506,"EROS",9,9,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1961,1,NA,"",481,228.475,"",13,212.01,188.06
"27697",506,"FKEE",9,1,12,"The Sound of Silence","Simon & Garfunkel","1964",NA,1963,4,1,"childhood",481,228.475,"",14,225.72,191.34
"27698",506,"GCAS",9,11,4,"No Weapon","Fred Hammond & Radical for Christ","1996",NA,1947,4,49,"",481,228.475,"",15,238.28,222.79
"27699",506,"GSHA",9,19,11,"Hurt","Johnny Cash","",NA,1955,2,NA,"",481,228.475,"",16,223,175.42
"27700",506,"JDEN",9,27,18,"Hoquetus II","Johannes Kretz","",3,1968,2,NA,"",481,228.475,"",17,214.28,197.8
"27701",506,"JKAY",9,13,5,"","","",NA,NA,NA,NA,"",481,228.475,"",18,231.56,200.12
"27702",506,"JPRE",9,6,4,"","","Enigma Variations",3,1944,3,NA,"",481,228.475,"",19,206.78,169.78
"27703",506,"JSCH",9,2,6,"Hotel California","The Eagles","1976",NA,1951,1,NA,"",481,228.475,"",20,227.83,208.66
"27704",506,"LDIR",9,5,20,"Beyond the Horizon","Georg Hajdu","",NA,1956,1,NA,"",481,228.475,"",21,219.94,180.8
"27705",506,"LGEN",9,3,15,"Nessun Dorma","Bocelli","",NA,1955,2,NA,"",481,228.475,"",22,214.81,146.53
"27706",506,"LJAC",9,17,14,"Nocturne in C Sharp minor","Chopin","",NA,1952,2,NA,"",481,228.475,"",23,246.19,189.91
"27707",506,"LOLE",9,14,5,"Suzanne","Judy Collins","1966",NA,1946,4,20,"",481,228.475,"",24,234.5,192.71
"27708",506,"MBLO",9,8,2,"Small Circle of Friends","Phil Ochs","1967",NA,1953,4,14,"adolescence",481,228.475,"",25,232.37,207.15
"27709",506,"MCOR",9,31,10,"Goldberg Variations","","",4,1964,4,NA,"",481,228.475,"",35,225.33,205.68
"27710",506,"NLEN",9,24,12,"The Sound of Silence","Simon & Garfunkel","1964",4,1942,4,22,"adulthood",481,228.475,"",26,197.72,171.49
"27711",506,"OADE",9,29,16,"Superstition","Stevie Wonder","1972",4,1970,4,2,"childhood",481,228.475,"y",27,228.41,214.48
"27712",506,"SCAE",9,15,22,"Simmer","Hubert Ho","",NA,1965,1,NA,"",481,228.475,"",28,239.83,180.02
"27713",506,"TCIE",9,10,11,"Hurt","Johnny Cash","2003",NA,1960,4,43,"adulthood",481,228.475,"",29,212.99,166.51
"27714",506,"TSTA",9,23,9,"Cavatina Op. 130","Beethoven","",NA,1959,2,NA,"",481,228.475,"",30,239.94,192.98
"27715",507,"190904GHER1",9,4,9,"Cavatina Op. 130","Beethoven","",NA,1953,2,NA,"",481,228.475,"",1,203.67,189.36
"27716",507,"220914GHER1",9,26,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",1,1952,2,NA,"",481,228.475,"",2,245.13,187.35
"27717",507,"AEHR",9,20,6,"You Can Call Me Al","Paul Simon","1986",NA,1960,4,26,"adulthood",481,228.475,"",3,228.24,214.88
"27718",507,"ASHA",9,18,11,"Hurt","Johnny Cash","",NA,1951,2,NA,"",481,228.475,"",4,210.75,166.04
"27719",507,"BFOR",9,22,6,"Y.M.C.A.","Village People","1978",NA,1944,4,34,"adulthood",481,228.475,"",5,212.68,165.48
"27720",507,"CWEI",9,7,23,"Vertigo Temporum","Hubert Ho","",NA,1941,1,NA,"",481,228.475,"",6,206.9,159.97
"27721",507,"DFAI",9,12,4,"Running Up That Hill","Kate Bush","1985",NA,1953,4,32,"adulthood",481,228.475,"",7,248.67,205.29
"27722",507,"DMET",9,30,2,"The Muffin Man","Super Simple Songs","",2,1951,4,NA,"",481,228.475,"y",8,211.01,190.21
"27723",507,"DMUN",9,25,23,"Vertigo Temporum","Hubert Ho","",3,1968,1,NA,"",481,228.475,"",9,211.24,177.93
"27724",507,"EHER",9,16,9,"Cavatina Op. 130","Beethoven","",NA,1958,1,NA,"",481,228.475,"",10,238.69,238.79
"27725",507,"EKAS",9,28,19,"Reminiscences","Steven Yi","",2,1957,1,NA,"",481,228.475,"",11,208.23,194.61
"27726",507,"ELAR",9,21,13,"Reckoner","Radiohead","",NA,1959,2,NA,"",481,228.475,"",12,241.98,178.3
"27727",507,"EROS",9,9,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1961,1,NA,"",481,228.475,"",13,211.25,185.77
"27728",507,"FKEE",9,1,12,"The Sound of Silence","Simon & Garfunkel","1964",NA,1963,4,1,"childhood",481,228.475,"",14,226.17,190.1
"27729",507,"GCAS",9,11,4,"No Weapon","Fred Hammond & Radical for Christ","1996",NA,1947,4,49,"",481,228.475,"",15,238.42,222.97
"27730",507,"GSHA",9,19,11,"Hurt","Johnny Cash","",NA,1955,2,NA,"",481,228.475,"",16,223.23,175.83
"27731",507,"JDEN",9,27,18,"Hoquetus II","Johannes Kretz","",3,1968,2,NA,"",481,228.475,"",17,215.57,199.7
"27732",507,"JKAY",9,13,5,"","","",NA,NA,NA,NA,"",481,228.475,"",18,231.67,199.72
"27733",507,"JPRE",9,6,4,"","","Enigma Variations",3,1944,3,NA,"",481,228.475,"",19,208.9,168.55
"27734",507,"JSCH",9,2,6,"Hotel California","The Eagles","1976",NA,1951,1,NA,"",481,228.475,"",20,228.36,211.93
"27735",507,"LDIR",9,5,20,"Beyond the Horizon","Georg Hajdu","",NA,1956,1,NA,"",481,228.475,"",21,218.96,178.94
"27736",507,"LGEN",9,3,15,"Nessun Dorma","Bocelli","",NA,1955,2,NA,"",481,228.475,"",22,215.13,148.86
"27737",507,"LJAC",9,17,14,"Nocturne in C Sharp minor","Chopin","",NA,1952,2,NA,"",481,228.475,"",23,246.53,190.69
"27738",507,"LOLE",9,14,5,"Suzanne","Judy Collins","1966",NA,1946,4,20,"",481,228.475,"",24,233.13,194.3
"27739",507,"MBLO",9,8,2,"Small Circle of Friends","Phil Ochs","1967",NA,1953,4,14,"adolescence",481,228.475,"",25,231.96,205.63
"27740",507,"MCOR",9,31,10,"Goldberg Variations","","",4,1964,4,NA,"",481,228.475,"",35,226.47,206.58
"27741",507,"NLEN",9,24,12,"The Sound of Silence","Simon & Garfunkel","1964",4,1942,4,22,"adulthood",481,228.475,"",26,197.73,171.49
"27742",507,"OADE",9,29,16,"Superstition","Stevie Wonder","1972",4,1970,4,2,"childhood",481,228.475,"y",27,228.41,214.76
"27743",507,"SCAE",9,15,22,"Simmer","Hubert Ho","",NA,1965,1,NA,"",481,228.475,"",28,240.57,180.3
"27744",507,"TCIE",9,10,11,"Hurt","Johnny Cash","2003",NA,1960,4,43,"adulthood",481,228.475,"",29,212.74,164.85
"27745",507,"TSTA",9,23,9,"Cavatina Op. 130","Beethoven","",NA,1959,2,NA,"",481,228.475,"",30,238.11,192.72
"27746",508,"190904GHER1",9,4,9,"Cavatina Op. 130","Beethoven","",NA,1953,2,NA,"",481,228.475,"",1,203.8,188.27
"27747",508,"220914GHER1",9,26,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",1,1952,2,NA,"",481,228.475,"",2,244.67,189.06
"27748",508,"AEHR",9,20,6,"You Can Call Me Al","Paul Simon","1986",NA,1960,4,26,"adulthood",481,228.475,"",3,230.47,217.99
"27749",508,"ASHA",9,18,11,"Hurt","Johnny Cash","",NA,1951,2,NA,"",481,228.475,"",4,209.46,164.39
"27750",508,"BFOR",9,22,6,"Y.M.C.A.","Village People","1978",NA,1944,4,34,"adulthood",481,228.475,"",5,213.01,165.16
"27751",508,"CWEI",9,7,23,"Vertigo Temporum","Hubert Ho","",NA,1941,1,NA,"",481,228.475,"",6,205.36,160.93
"27752",508,"DFAI",9,12,4,"Running Up That Hill","Kate Bush","1985",NA,1953,4,32,"adulthood",481,228.475,"",7,248.77,203.47
"27753",508,"DMET",9,30,2,"The Muffin Man","Super Simple Songs","",2,1951,4,NA,"",481,228.475,"y",8,211.59,185.29
"27754",508,"DMUN",9,25,23,"Vertigo Temporum","Hubert Ho","",3,1968,1,NA,"",481,228.475,"",9,211.16,180.99
"27755",508,"EHER",9,16,9,"Cavatina Op. 130","Beethoven","",NA,1958,1,NA,"",481,228.475,"",10,239.14,240.52
"27756",508,"EKAS",9,28,19,"Reminiscences","Steven Yi","",2,1957,1,NA,"",481,228.475,"",11,207.64,191.85
"27757",508,"ELAR",9,21,13,"Reckoner","Radiohead","",NA,1959,2,NA,"",481,228.475,"",12,242.73,180.35
"27758",508,"EROS",9,9,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1961,1,NA,"",481,228.475,"",13,211.86,187.89
"27759",508,"FKEE",9,1,12,"The Sound of Silence","Simon & Garfunkel","1964",NA,1963,4,1,"childhood",481,228.475,"",14,225.93,192.21
"27760",508,"GCAS",9,11,4,"No Weapon","Fred Hammond & Radical for Christ","1996",NA,1947,4,49,"",481,228.475,"",15,237.36,221.41
"27761",508,"GSHA",9,19,11,"Hurt","Johnny Cash","",NA,1955,2,NA,"",481,228.475,"",16,223.86,176.35
"27762",508,"JDEN",9,27,18,"Hoquetus II","Johannes Kretz","",3,1968,2,NA,"",481,228.475,"",17,215.82,197.18
"27763",508,"JKAY",9,13,5,"","","",NA,NA,NA,NA,"",481,228.475,"",18,231.61,199.67
"27764",508,"JPRE",9,6,4,"","","Enigma Variations",3,1944,3,NA,"",481,228.475,"",19,207.96,168.25
"27765",508,"JSCH",9,2,6,"Hotel California","The Eagles","1976",NA,1951,1,NA,"",481,228.475,"",20,228.22,209.72
"27766",508,"LDIR",9,5,20,"Beyond the Horizon","Georg Hajdu","",NA,1956,1,NA,"",481,228.475,"",21,218.92,180.31
"27767",508,"LGEN",9,3,15,"Nessun Dorma","Bocelli","",NA,1955,2,NA,"",481,228.475,"",22,215.77,147.83
"27768",508,"LJAC",9,17,14,"Nocturne in C Sharp minor","Chopin","",NA,1952,2,NA,"",481,228.475,"",23,249.28,191
"27769",508,"LOLE",9,14,5,"Suzanne","Judy Collins","1966",NA,1946,4,20,"",481,228.475,"",24,233.91,195.14
"27770",508,"MBLO",9,8,2,"Small Circle of Friends","Phil Ochs","1967",NA,1953,4,14,"adolescence",481,228.475,"",25,232.55,206.89
"27771",508,"MCOR",9,31,10,"Goldberg Variations","","",4,1964,4,NA,"",481,228.475,"",35,227.39,205.57
"27772",508,"NLEN",9,24,12,"The Sound of Silence","Simon & Garfunkel","1964",4,1942,4,22,"adulthood",481,228.475,"",26,197.53,174.1
"27773",508,"OADE",9,29,16,"Superstition","Stevie Wonder","1972",4,1970,4,2,"childhood",481,228.475,"y",27,228.54,215.37
"27774",508,"SCAE",9,15,22,"Simmer","Hubert Ho","",NA,1965,1,NA,"",481,228.475,"",28,240.59,178.22
"27775",508,"TCIE",9,10,11,"Hurt","Johnny Cash","2003",NA,1960,4,43,"adulthood",481,228.475,"",29,212.92,167.91
"27776",508,"TSTA",9,23,9,"Cavatina Op. 130","Beethoven","",NA,1959,2,NA,"",481,228.475,"",30,238.11,192.89
"27777",509,"190904GHER1",9,4,9,"Cavatina Op. 130","Beethoven","",NA,1953,2,NA,"",481,228.475,"",1,203.63,187.17
"27778",509,"220914GHER1",9,26,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",1,1952,2,NA,"",481,228.475,"",2,244.72,186.19
"27779",509,"AEHR",9,20,6,"You Can Call Me Al","Paul Simon","1986",NA,1960,4,26,"adulthood",481,228.475,"",3,230.14,217.52
"27780",509,"ASHA",9,18,11,"Hurt","Johnny Cash","",NA,1951,2,NA,"",481,228.475,"",4,210.1,164.3
"27781",509,"BFOR",9,22,6,"Y.M.C.A.","Village People","1978",NA,1944,4,34,"adulthood",481,228.475,"",5,213.53,166.54
"27782",509,"CWEI",9,7,23,"Vertigo Temporum","Hubert Ho","",NA,1941,1,NA,"",481,228.475,"",6,206.8,157.23
"27783",509,"DFAI",9,12,4,"Running Up That Hill","Kate Bush","1985",NA,1953,4,32,"adulthood",481,228.475,"",7,248.07,202.81
"27784",509,"DMET",9,30,2,"The Muffin Man","Super Simple Songs","",2,1951,4,NA,"",481,228.475,"y",8,210.54,190.31
"27785",509,"DMUN",9,25,23,"Vertigo Temporum","Hubert Ho","",3,1968,1,NA,"",481,228.475,"",9,211.55,176.08
"27786",509,"EHER",9,16,9,"Cavatina Op. 130","Beethoven","",NA,1958,1,NA,"",481,228.475,"",10,238.68,237.16
"27787",509,"EKAS",9,28,19,"Reminiscences","Steven Yi","",2,1957,1,NA,"",481,228.475,"",11,207.57,193.63
"27788",509,"ELAR",9,21,13,"Reckoner","Radiohead","",NA,1959,2,NA,"",481,228.475,"",12,242.19,179.79
"27789",509,"EROS",9,9,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1961,1,NA,"",481,228.475,"",13,212.5,185.15
"27790",509,"FKEE",9,1,12,"The Sound of Silence","Simon & Garfunkel","1964",NA,1963,4,1,"childhood",481,228.475,"",14,226.78,189.15
"27791",509,"GCAS",9,11,4,"No Weapon","Fred Hammond & Radical for Christ","1996",NA,1947,4,49,"",481,228.475,"",15,238.28,223.61
"27792",509,"GSHA",9,19,11,"Hurt","Johnny Cash","",NA,1955,2,NA,"",481,228.475,"",16,223.57,177.02
"27793",509,"JDEN",9,27,18,"Hoquetus II","Johannes Kretz","",3,1968,2,NA,"",481,228.475,"",17,215.6,201.31
"27794",509,"JKAY",9,13,5,"","","",NA,NA,NA,NA,"",481,228.475,"",18,231.85,200.23
"27795",509,"JPRE",9,6,4,"","","Enigma Variations",3,1944,3,NA,"",481,228.475,"",19,207.89,169.2
"27796",509,"JSCH",9,2,6,"Hotel California","The Eagles","1976",NA,1951,1,NA,"",481,228.475,"",20,228.1,210.84
"27797",509,"LDIR",9,5,20,"Beyond the Horizon","Georg Hajdu","",NA,1956,1,NA,"",481,228.475,"",21,219.34,177.53
"27798",509,"LGEN",9,3,15,"Nessun Dorma","Bocelli","",NA,1955,2,NA,"",481,228.475,"",22,215.7,149.42
"27799",509,"LJAC",9,17,14,"Nocturne in C Sharp minor","Chopin","",NA,1952,2,NA,"",481,228.475,"",23,248.48,193.45
"27800",509,"LOLE",9,14,5,"Suzanne","Judy Collins","1966",NA,1946,4,20,"",481,228.475,"",24,232.38,191.63
"27801",509,"MBLO",9,8,2,"Small Circle of Friends","Phil Ochs","1967",NA,1953,4,14,"adolescence",481,228.475,"",25,232.25,205.82
"27802",509,"MCOR",9,31,10,"Goldberg Variations","","",4,1964,4,NA,"",481,228.475,"",35,227.7,207.49
"27803",509,"NLEN",9,24,12,"The Sound of Silence","Simon & Garfunkel","1964",4,1942,4,22,"adulthood",481,228.475,"",26,197.42,171.64
"27804",509,"OADE",9,29,16,"Superstition","Stevie Wonder","1972",4,1970,4,2,"childhood",481,228.475,"y",27,228.76,215.1
"27805",509,"SCAE",9,15,22,"Simmer","Hubert Ho","",NA,1965,1,NA,"",481,228.475,"",28,240.82,180.39
"27806",509,"TCIE",9,10,11,"Hurt","Johnny Cash","2003",NA,1960,4,43,"adulthood",481,228.475,"",29,213.15,166.97
"27807",509,"TSTA",9,23,9,"Cavatina Op. 130","Beethoven","",NA,1959,2,NA,"",481,228.475,"",30,236.84,190.97
"27839",510,"190904GHER1",9,4,9,"Cavatina Op. 130","Beethoven","",NA,1953,2,NA,"",481,228.475,"",1,203.38,189.79
"27840",510,"220914GHER1",9,26,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",1,1952,2,NA,"",481,228.475,"",2,245.15,190.32
"27841",510,"AEHR",9,20,6,"You Can Call Me Al","Paul Simon","1986",NA,1960,4,26,"adulthood",481,228.475,"",3,226.89,217
"27842",510,"ASHA",9,18,11,"Hurt","Johnny Cash","",NA,1951,2,NA,"",481,228.475,"",4,209.4,165.04
"27843",510,"BFOR",9,22,6,"Y.M.C.A.","Village People","1978",NA,1944,4,34,"adulthood",481,228.475,"",5,213.31,166.52
"27844",510,"CWEI",9,7,23,"Vertigo Temporum","Hubert Ho","",NA,1941,1,NA,"",481,228.475,"",6,206.43,160.97
"27845",510,"DFAI",9,12,4,"Running Up That Hill","Kate Bush","1985",NA,1953,4,32,"adulthood",481,228.475,"",7,248.12,201.01
"27846",510,"DMET",9,30,2,"The Muffin Man","Super Simple Songs","",2,1951,4,NA,"",481,228.475,"y",8,210.5,185.5
"27847",510,"DMUN",9,25,23,"Vertigo Temporum","Hubert Ho","",3,1968,1,NA,"",481,228.475,"",9,211.09,178.66
"27848",510,"EHER",9,16,9,"Cavatina Op. 130","Beethoven","",NA,1958,1,NA,"",481,228.475,"",10,239.03,240.96
"27849",510,"EKAS",9,28,19,"Reminiscences","Steven Yi","",2,1957,1,NA,"",481,228.475,"",11,208.59,191.13
"27850",510,"ELAR",9,21,13,"Reckoner","Radiohead","",NA,1959,2,NA,"",481,228.475,"",12,242.08,180.35
"27851",510,"EROS",9,9,17,"Bohlen-Pierce Pan Flute Folk Tune","Arturo Grolimund","",NA,1961,1,NA,"",481,228.475,"",13,212.07,188.28
"27852",510,"FKEE",9,1,12,"The Sound of Silence","Simon & Garfunkel","1964",NA,1963,4,1,"childhood",481,228.475,"",14,225.8,192.5
"27853",510,"GCAS",9,11,4,"No Weapon","Fred Hammond & Radical for Christ","1996",NA,1947,4,49,"",481,228.475,"",15,237.38,222.15
"27854",510,"GSHA",9,19,11,"Hurt","Johnny Cash","",NA,1955,2,NA,"",481,228.475,"",16,223.63,176.99
"27855",510,"JDEN",9,27,18,"Hoquetus II","Johannes Kretz","",3,1968,2,NA,"",481,228.475,"",17,214.82,198.68
"27856",510,"JKAY",9,13,5,"","","",NA,NA,NA,NA,"",481,228.475,"",18,230.63,199.35
"27857",510,"JPRE",9,6,4,"","","Enigma Variations",3,1944,3,NA,"",481,228.475,"",19,208.38,166.73
"27858",510,"JSCH",9,2,6,"Hotel California","The Eagles","1976",NA,1951,1,NA,"",481,228.475,"",20,228.76,211.57
"27859",510,"LDIR",9,5,20,"Beyond the Horizon","Georg Hajdu","",NA,1956,1,NA,"",481,228.475,"",21,218.75,181.1
"27860",510,"LGEN",9,3,15,"Nessun Dorma","Bocelli","",NA,1955,2,NA,"",481,228.475,"",22,216.88,149.37
"27861",510,"LJAC",9,17,14,"Nocturne in C Sharp minor","Chopin","",NA,1952,2,NA,"",481,228.475,"",23,246.65,191.04
"27862",510,"LOLE",9,14,5,"Suzanne","Judy Collins","1966",NA,1946,4,20,"",481,228.475,"",24,232.76,193.23
"27863",510,"MBLO",9,8,2,"Small Circle of Friends","Phil Ochs","1967",NA,1953,4,14,"adolescence",481,228.475,"",25,231.96,206.88
"27864",510,"MCOR",9,31,10,"Goldberg Variations","","",4,1964,4,NA,"",481,228.475,"",35,227.03,208.09
"27865",510,"NLEN",9,24,12,"The Sound of Silence","Simon & Garfunkel","1964",4,1942,4,22,"adulthood",481,228.475,"",26,197.11,174.24
"27866",510,"OADE",9,29,16,"Superstition","Stevie Wonder","1972",4,1970,4,2,"childhood",481,228.475,"y",27,228.74,216.26
"27867",510,"SCAE",9,15,22,"Simmer","Hubert Ho","",NA,1965,1,NA,"",481,228.475,"",28,242.63,179.35
"27868",510,"TCIE",9,10,11,"Hurt","Johnny Cash","2003",NA,1960,4,43,"adulthood",481,228.475,"",29,213.19,164.45
